Number,jstooltiptrigger_URL,Image,Title_URL,Title,Author_URL,Author,minirating,greytext,smalltext,progresstrigger,wtrtoread__spancontains_class_progresstrigger,myrating
4716,https://www.goodreads.com/book/show/5111039-royal-blood,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1318011052i/5111039._SY75_.jpg,https://www.goodreads.com/book/show/5111039-royal-blood,"Royal Blood (Vampire Kisses, #6)",https://www.goodreads.com/author/show/153734.Ellen_Schreiber,Ellen Schreiber," 4.10 avg rating — 21,711 ratings",and,and,Want to Read,Want to Read,Rate this book
4716,https://www.goodreads.com/book/show/2548866.James_Potter_and_the_Hall_of_Elders_Crossing,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1497650972i/2548866._SY75_.jpg,https://www.goodreads.com/book/show/2548866.James_Potter_and_the_Hall_of_Elders_Crossing,"James Potter and the Hall of Elders' Crossing (James Potter, #1)",https://www.goodreads.com/author/show/1127619.G_Norman_Lippert,G. Norman Lippert," 3.74 avg rating — 26,478 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4719,https://www.goodreads.com/book/show/156378.Elephant_Man,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348301763i/156378._SY75_.jpg,https://www.goodreads.com/book/show/156378.Elephant_Man,Elephant Man,https://www.goodreads.com/author/show/90476.Christine_Sparks,Christine Sparks," 3.96 avg rating — 1,594 ratings",and,and,Want to Read,Want to Read,Rate this book
4719,https://www.goodreads.com/book/show/434535.The_Peacegiver,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388383083i/434535._SX50_.jpg,https://www.goodreads.com/book/show/434535.The_Peacegiver,The Peacegiver: How Christ Offers to Heal Our Hearts and Homes,https://www.goodreads.com/author/show/244801.James_L_Ferrell,James L. Ferrell," 4.40 avg rating — 13,707 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4719,https://www.goodreads.com/book/show/6088255-the-reluctant-dom,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1231699042i/6088255._SX50_.jpg,https://www.goodreads.com/book/show/6088255-the-reluctant-dom,"The Reluctant Dom (Suncoast Society, #4)",https://www.goodreads.com/author/show/2704714.Tymber_Dalton,Tymber Dalton," 4.17 avg rating — 9,287 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4719,https://www.goodreads.com/book/show/6065182-the-little-stranger,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348922866i/6065182._SY75_.jpg,https://www.goodreads.com/book/show/6065182-the-little-stranger,The Little Stranger,https://www.goodreads.com/author/show/25334.Sarah_Waters,Sarah Waters," 3.55 avg rating — 45,341 ratings",and,and,Want to Read,Want to Read,Rate this book
4719,https://www.goodreads.com/book/show/40362474-the-unicorn-tree,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1527961059i/40362474._SY75_.jpg,https://www.goodreads.com/book/show/40362474-the-unicorn-tree,The Unicorn Tree,https://www.goodreads.com/author/show/5808070.Cynthia_Collins,Cynthia  Collins, 4.32 avg rating — 165 ratings,(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4719,https://www.goodreads.com/book/show/4808763-the-last-question,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1274107046i/4808763._SX50_.jpg,https://www.goodreads.com/book/show/4808763-the-last-question,The Last Question,https://www.goodreads.com/author/show/16667.Isaac_Asimov,Isaac Asimov," 4.58 avg rating — 19,289 ratings",and,and,Want to Read,Want to Read,Rate this book
4719,https://www.goodreads.com/book/show/88514.Platform,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328330240i/88514._SY75_.jpg,https://www.goodreads.com/book/show/88514.Platform,Platform,https://www.goodreads.com/author/show/32878.Michel_Houellebecq,Michel Houellebecq," 3.81 avg rating — 17,347 ratings",and,and,Want to Read,Want to Read,Rate this book
4719,https://www.goodreads.com/book/show/22571275-all-fall-down,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1411070285i/22571275._SY75_.jpg,https://www.goodreads.com/book/show/22571275-all-fall-down,"All Fall Down (Embassy Row, #1)",https://www.goodreads.com/author/show/56224.Ally_Carter,Ally Carter," 3.84 avg rating — 23,246 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4719,https://www.goodreads.com/book/show/34810320-sadie,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556559178i/34810320._SY75_.jpg,https://www.goodreads.com/book/show/34810320-sadie,Sadie,https://www.goodreads.com/author/show/1487748.Courtney_Summers,Courtney Summers," 4.11 avg rating — 69,543 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4728,https://www.goodreads.com/book/show/8957.Tunnels_of_Blood,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1266449857i/8957._SY75_.jpg,https://www.goodreads.com/book/show/8957.Tunnels_of_Blood,Tunnels of Blood (Cirque du Freak #3),https://www.goodreads.com/author/show/5816.Darren_Shan,Darren Shan," 4.14 avg rating — 33,403 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4728,https://www.goodreads.com/book/show/3122173-one-silent-night,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404685592i/3122173._SY75_.jpg,https://www.goodreads.com/book/show/3122173-one-silent-night,"One Silent Night (Dark-Hunter, #15)",https://www.goodreads.com/author/show/4430.Sherrilyn_Kenyon,Sherrilyn Kenyon," 4.11 avg rating — 27,422 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4728,https://www.goodreads.com/book/show/10412.He_s_Just_Not_That_Into_You,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388205020i/10412._SY75_.jpg,https://www.goodreads.com/book/show/10412.He_s_Just_Not_That_Into_You,He's Just Not That Into You: The No-Excuses Truth to Understanding Guys,https://www.goodreads.com/author/show/6842.Greg_Behrendt,Greg Behrendt," 3.66 avg rating — 62,569 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4728,https://www.goodreads.com/book/show/6667.Boy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1165604288i/6667._SY75_.jpg,https://www.goodreads.com/book/show/6667.Boy,"Boy: Tales of Childhood (Roald Dahl's Autobiography, #1)",https://www.goodreads.com/author/show/4273.Roald_Dahl,Roald Dahl," 4.06 avg rating — 59,070 ratings",and,and,Want to Read,Want to Read,Rate this book
4728,https://www.goodreads.com/book/show/2183.Sentimental_Education,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327788473i/2183._SY75_.jpg,https://www.goodreads.com/book/show/2183.Sentimental_Education,Sentimental Education,https://www.goodreads.com/author/show/1461.Gustave_Flaubert,Gustave Flaubert," 3.83 avg rating — 18,001 ratings",and,and,Want to Read,Want to Read,Rate this book
4733,https://www.goodreads.com/book/show/84544.The_Firebrand,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309203171i/84544._SY75_.jpg,https://www.goodreads.com/book/show/84544.The_Firebrand,The Firebrand,https://www.goodreads.com/author/show/4841825.Marion_Zimmer_Bradley,Marion Zimmer Bradley," 4.06 avg rating — 9,718 ratings",and,and,Want to Read,Want to Read,Rate this book
4733,https://www.goodreads.com/book/show/10955239-no-great-mischief,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347493059i/10955239._SY75_.jpg,https://www.goodreads.com/book/show/10955239-no-great-mischief,No Great Mischief,https://www.goodreads.com/author/show/8878.Alistair_MacLeod,Alistair MacLeod," 4.02 avg rating — 10,399 ratings",and,and,Want to Read,Want to Read,Rate this book
4733,https://www.goodreads.com/book/show/27001.The_Well_of_Lost_Plots,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1304713470i/27001._SY75_.jpg,https://www.goodreads.com/book/show/27001.The_Well_of_Lost_Plots,The Well of Lost Plots (Thursday Next #3),https://www.goodreads.com/author/show/4432.Jasper_Fforde,Jasper Fforde," 4.10 avg rating — 37,196 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4733,https://www.goodreads.com/book/show/1754206.Perfect_You,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348018783i/1754206._SY75_.jpg,https://www.goodreads.com/book/show/1754206.Perfect_You,Perfect You,https://www.goodreads.com/author/show/363405.Elizabeth_Scott,Elizabeth Scott," 3.70 avg rating — 21,893 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4733,https://www.goodreads.com/book/show/16435.Life_Expectancy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308458308i/16435._SY75_.jpg,https://www.goodreads.com/book/show/16435.Life_Expectancy,Life Expectancy,https://www.goodreads.com/author/show/9355.Dean_Koontz,Dean Koontz," 3.98 avg rating — 33,010 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4733,https://www.goodreads.com/book/show/26200563-hamilton,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451400644i/26200563._SX50_.jpg,https://www.goodreads.com/book/show/26200563-hamilton,Hamilton: The Revolution,https://www.goodreads.com/author/show/5725556.Lin_Manuel_Miranda,Lin-Manuel Miranda," 4.45 avg rating — 46,424 ratings",and,and,Want to Read,Want to Read,Rate this book
4739,https://www.goodreads.com/book/show/1300350.Supernova,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410249029i/1300350._SY75_.jpg,https://www.goodreads.com/book/show/1300350.Supernova,Supernova: Akar,https://www.goodreads.com/author/show/164478.Dee_Lestari,Dee Lestari," 3.83 avg rating — 9,502 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4739,https://www.goodreads.com/book/show/685788.Mirror_Image,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344265614i/685788._SY75_.jpg,https://www.goodreads.com/book/show/685788.Mirror_Image,Mirror Image,https://www.goodreads.com/author/show/6218.Sandra_Brown,Sandra Brown," 4.01 avg rating — 13,228 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4739,https://www.goodreads.com/book/show/38503.Tales_of_Ordinary_Madness,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388246934i/38503._SX50_.jpg,https://www.goodreads.com/book/show/38503.Tales_of_Ordinary_Madness,Tales of Ordinary Madness,https://www.goodreads.com/author/show/13275.Charles_Bukowski,Charles Bukowski," 3.90 avg rating — 23,110 ratings",and,and,Want to Read,Want to Read,Rate this book
4739,https://www.goodreads.com/book/show/6753.Brief_Interviews_with_Hideous_Men,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347635121i/6753._SY75_.jpg,https://www.goodreads.com/book/show/6753.Brief_Interviews_with_Hideous_Men,Brief Interviews with Hideous Men,https://www.goodreads.com/author/show/4339.David_Foster_Wallace,David Foster Wallace," 3.86 avg rating — 24,895 ratings",and,and,Want to Read,Want to Read,Rate this book
4739,https://www.goodreads.com/book/show/2992061-born-of-night,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1549166388i/2992061._SY75_.jpg,https://www.goodreads.com/book/show/2992061-born-of-night,Born of Night (The League: Nemesis Rising #1),https://www.goodreads.com/author/show/4430.Sherrilyn_Kenyon,Sherrilyn Kenyon," 4.19 avg rating — 25,375 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4739,https://www.goodreads.com/book/show/25063750-did-i-mention-i-love-you,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430348615i/25063750._SY75_.jpg,https://www.goodreads.com/book/show/25063750-did-i-mention-i-love-you,"Did I Mention I Love You? (DIMILY, #1)",https://www.goodreads.com/author/show/7745429.Estelle_Maskame,Estelle Maskame," 3.92 avg rating — 24,573 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4739,https://www.goodreads.com/book/show/588242.Kiss_of_the_Spider_Woman,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403179094i/588242._SY75_.jpg,https://www.goodreads.com/book/show/588242.Kiss_of_the_Spider_Woman,Kiss of the Spider Woman,https://www.goodreads.com/author/show/35548.Manuel_Puig,Manuel Puig," 3.98 avg rating — 13,166 ratings",and,and,Want to Read,Want to Read,Rate this book
4739,https://www.goodreads.com/book/show/31079552-twisted-love,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1470645390i/31079552._SX50_.jpg,https://www.goodreads.com/book/show/31079552-twisted-love,Twisted Love,https://www.goodreads.com/author/show/6059387.Wally_Runnels,Wally Runnels, 4.19 avg rating — 223 ratings,(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4739,https://www.goodreads.com/book/show/26075634-the-improbable-wonders-of-moojie-littleman,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439240034i/26075634._SY75_.jpg,https://www.goodreads.com/book/show/26075634-the-improbable-wonders-of-moojie-littleman,The Improbable Wonders of Moojie Littleman,https://www.goodreads.com/author/show/14210234.Robin_Gregory,Robin  Gregory, 4.23 avg rating — 604 ratings,(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4739,https://www.goodreads.com/book/show/18833.Dead_Babies,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352822880i/18833._SY75_.jpg,https://www.goodreads.com/book/show/18833.Dead_Babies,Dead Babies,https://www.goodreads.com/author/show/11337.Martin_Amis,Martin Amis," 3.32 avg rating — 6,889 ratings",and,and,Want to Read,Want to Read,Rate this book
4749,https://www.goodreads.com/book/show/74403.The_Deptford_Trilogy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327968603i/74403._SY75_.jpg,https://www.goodreads.com/book/show/74403.The_Deptford_Trilogy,The Deptford Trilogy: Fifth Business/The Manticore/World of Wonders,https://www.goodreads.com/author/show/23129.Robertson_Davies,Robertson Davies," 4.32 avg rating — 7,671 ratings",and,and,Want to Read,Want to Read,Rate this book
4749,https://www.goodreads.com/book/show/232123.All_That_Remains,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341835948i/232123._SX50_.jpg,https://www.goodreads.com/book/show/232123.All_That_Remains,"All That Remains (Kay Scarpetta, #3)",https://www.goodreads.com/author/show/1025097.Patricia_Cornwell,Patricia Cornwell," 4.05 avg rating — 64,233 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4749,https://www.goodreads.com/book/show/1774836.The_Palace_of_Illusions,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1396229073i/1774836._SY75_.jpg,https://www.goodreads.com/book/show/1774836.The_Palace_of_Illusions,The Palace of Illusions,https://www.goodreads.com/author/show/51589.Chitra_Banerjee_Divakaruni,Chitra Banerjee Divakaruni," 4.18 avg rating — 35,004 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4749,https://www.goodreads.com/book/show/733473.The_Futurological_Congress,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387704942i/733473._SY75_.jpg,https://www.goodreads.com/book/show/733473.The_Futurological_Congress,The Futurological Congress: From the Memoirs of Ijon Tichy,https://www.goodreads.com/author/show/10991.Stanis_aw_Lem,Stanisław Lem," 4.21 avg rating — 9,524 ratings",and,and,Want to Read,Want to Read,Rate this book
4749,https://www.goodreads.com/book/show/1918305.The_Geography_of_Bliss,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347304179i/1918305._SY75_.jpg,https://www.goodreads.com/book/show/1918305.The_Geography_of_Bliss,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,https://www.goodreads.com/author/show/14589884.Eric_Weiner,Eric    Weiner," 3.83 avg rating — 32,865 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4749,https://www.goodreads.com/book/show/17383994-divergent-series-complete-box-set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372682053i/17383994._SX50_.jpg,https://www.goodreads.com/book/show/17383994-divergent-series-complete-box-set,"Divergent Series Complete Box Set (Divergent, #1-3)",https://www.goodreads.com/author/show/4039811.Veronica_Roth,Veronica Roth," 4.30 avg rating — 41,282 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
4749,https://www.goodreads.com/book/show/52318.Wild_Seed,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388462753i/52318._SY75_.jpg,https://www.goodreads.com/book/show/52318.Wild_Seed,"Wild Seed (Patternmaster, #1)",https://www.goodreads.com/author/show/29535.Octavia_E_Butler,Octavia E. Butler," 4.21 avg rating — 18,813 ratings",and,and,Want to Read,Want to Read,Rate this book
